1.443139452253069237e+02,1.453538818359375000e+02,2.328270427456525837e+01
1.434678431919642776e+02,1.444750900268554688e+02,2.257453565021912922e+01
1.426532832554408401e+02,1.436279296875000000e+02,2.187983049629633214e+01
1.417938254220145211e+02,1.428229522705078125e+02,2.121469138882984495e+01
1.410300685337611526e+02,1.420043640136718750e+02,2.052400737495808514e+01
1.402650626046317086e+02,1.412222671508789062e+02,1.986118646277074262e+01
1.395605970110212013e+02,1.403541870117187500e+02,1.908936638650121864e+01
1.387575857979910836e+02,1.396288528442382812e+02,1.847038200072410419e+01
1.380549904959542289e+02,1.390224990844726562e+02,1.798642475426754217e+01
1.373778948102678612e+02,1.382787170410156250e+02,1.733076130549113003e+01
1.366978868756975487e+02,1.376254272460937500e+02,1.676818511508335519e+01
1.361144038609095901e+02,1.370744476318359375e+02,1.634526618485138627e+01
1.354893057686942086e+02,1.364026412963867188e+02,1.574398829060551463e+01
1.349446520124162987e+02,1.358459548950195312e+02,1.530046125646692268e+01
1.343877737862723336e+02,1.354026412963867188e+02,1.503577502590844972e+01
1.338193315778459862e+02,1.347380218505859375e+02,1.438041157692763683e+01
1.333308715820312500e+02,1.342742004394531250e+02,1.410745681505708227e+01
1.327962057931082711e+02,1.337367095947265625e+02,1.368883447803069586e+01
1.322426779610770211e+02,1.332160644531250000e+02,1.332421461206358870e+01
1.316890062604631737e+02,1.326636352539062500e+02,1.289158251835178426e+01
1.312583574567522362e+02,1.321515045166015625e+02,1.258184898753775194e+01
1.305855800083705276e+02,1.315709152221679688e+02,1.214087639709127942e+01
1.300285470145089164e+02,1.310067367553710938e+02,1.176224901408792611e+01
1.294481244768415138e+02,1.304649505615234375e+02,1.148633363432601939e+01
1.289179578508649513e+02,1.298095474243164062e+02,1.095306498165071218e+01
1.282398550851004586e+02,1.292312088012695312e+02,1.068609745056829752e+01
1.275813129970005519e+02,1.286414031982421875e+02,1.042453901292379115e+01
1.269059753417968750e+02,1.279278373718261719e+02,9.911383725326752270e+00
1.262049331665039062e+02,1.272446784973144531e+02,9.478590331122140000e+00
1.255310331072126075e+02,1.265926742553710938e+02,9.226682989099685983e+00
1.247770233154296875e+02,1.259468498229980469e+02,8.997281128520906890e+00
1.239972457885742188e+02,1.251230621337890625e+02,8.407929615291108050e+00
1.233065817696707569e+02,1.244542503356933594e+02,8.273869409516592555e+00
1.225125481741768994e+02,1.236260108947753906e+02,7.768948213110832057e+00
1.216424942016601562e+02,1.229647216796875000e+02,7.717649684739632754e+00
1.209729428972516700e+02,1.220615005493164062e+02,7.214658083796872567e+00
1.200159672328403957e+02,1.212504501342773438e+02,6.977050344594913689e+00
1.190917053222656250e+02,1.203940925598144531e+02,6.658629639126430355e+00
1.180931483677455418e+02,1.195118827819824219e+02,6.429249502936627891e+00
1.171491721017020069e+02,1.185417861938476562e+02,6.024607100739285848e+00
1.161070698329380519e+02,1.175873832702636719e+02,5.862215284617890099e+00
1.149934779575892918e+02,1.165401611328125000e+02,5.540853774584713953e+00
1.138962380545479931e+02,1.154694099426269531e+02,5.223306919778247348e+00
1.127368087768554688e+02,1.144143409729003906e+02,5.216660963337741208e+00
1.114463097708565869e+02,1.131121177673339844e+02,4.739956157675413451e+00
1.101432331630161769e+02,1.118635559082031250e+02,4.695809155386927891e+00
1.089352155412946388e+02,1.104400100708007812e+02,4.423751305271160561e+00
1.073382470267159619e+02,1.089341239929199219e+02,4.117940983074104722e+00
1.055327399117606006e+02,1.075100860595703125e+02,4.229502226927570163e+00
1.037237025669642918e+02,1.055652809143066406e+02,3.760565231373748318e+00
1.016489181518554688e+02,1.054494476318359375e+02,4.627417984781235560e+00
9.938713509695870130e+01,1.027629890441894531e+02,3.785925088159020291e+00
9.698363058907645495e+01,9.980877685546875000e+01,3.761810321377073940e+00
9.388466099330356940e+01,9.788902664184570312e+01,3.839633692239303731e+00
9.129173714773995130e+01,9.468477249145507812e+01,3.480566843350728412e+00
8.680328369140625000e+01,9.153552246093750000e+01,3.520590080279056178e+00
8.192075674874442370e+01,9.191112518310546875e+01,3.889732533080555665e+00
7.728244454520088880e+01,8.994662475585937500e+01,3.674594311587906947e+00
7.573756517682757305e+01,9.898577117919921875e+01,3.924287612601604192e+00
7.749453953334263190e+01,8.957458877563476562e+01,3.450783415821111255e+00
7.414388057163783685e+01,9.461178207397460938e+01,3.892365950735929836e+00
7.547962515694754870e+01,8.866600418090820312e+01,3.475110100808544544e+00
7.350598907470703125e+01,9.778530883789062500e+01,4.092234626514517970e+00
7.438116237095424310e+01,9.232304000854492188e+01,3.631495201179171683e+00
7.268213435581752435e+01,8.610163116455078125e+01,3.188882512466929775e+00
7.114174543108258320e+01,8.662377166748046875e+01,3.221143824066328598e+00
7.010955047607421875e+01,8.519915390014648438e+01,3.108067993731513656e+00
6.962755039760044440e+01,8.498938751220703125e+01,3.096989667452755945e+00
7.184144156319754870e+01,8.498546981811523438e+01,3.114628202075898855e+00
7.326239122663226055e+01,9.445298004150390625e+01,3.873923617100047068e+00
7.599571772984096185e+01,8.503095626831054688e+01,3.186302370148655694e+00
7.136335754394531250e+01,8.662361145019531250e+01,3.304464812293602449e+00
6.970509883335658685e+01,8.864425659179687500e+01,3.326053690687518216e+00
7.075818089076450690e+01,8.768001556396484375e+01,3.250463252424079741e+00
